corr_diff__chrf,corr_diff__comet_seg,corr_diff__pred_tokens,corr_diff__ref_tokens,corr_diff__src_tokens,difficulty_bin,model
0.02072884835849074,-0.056911560084311995,-0.2321939829888863,-0.3469177994125929,-0.6231089253360813,(0.0-0.8641313217143293],TM_4bit
0.05111715696373696,0.009510225598494052,-0.017211840858672087,-0.05608705615926571,-0.026298519792199784,(0.8641313217143293-0.9307763735422399],TM_4bit
0.010824113751260927,0.005058794965990881,0.00447474595898256,-0.12491592725021869,-0.29300599823562773,(0.9307763735422399-0.9958426710938243],TM_4bit
-1.0,-1.0,-0.9999999999999998,-1.0000000000000002,-1.0,UNBINNED,TM_4bit
