corr_diff__chrf,corr_diff__comet_seg,corr_diff__pred_tokens,corr_diff__ref_tokens,corr_diff__src_tokens,difficulty_bin,model
0.026516049305043636,-0.02683214679674653,-0.23307661738104674,-0.3469177994125929,-0.6231089253360813,(0.0-0.8641313217143293],TM_3bit
0.1499185103493466,0.14638169633515583,-0.12153864398287158,-0.05608705615926571,-0.026298519792199784,(0.8641313217143293-0.9307763735422399],TM_3bit
0.06684340526646158,0.028929015800114415,-0.0023772462546547816,-0.12491592725021869,-0.29300599823562773,(0.9307763735422399-0.9958426710938243],TM_3bit
-1.0,-1.0000000000000002,-1.0,-1.0000000000000002,-1.0,UNBINNED,TM_3bit
