corr_diff__chrf,corr_diff__comet_seg,corr_diff__pred_tokens,corr_diff__ref_tokens,corr_diff__src_tokens,difficulty_bin,model
0.017406024481024195,-0.031026593437349776,-0.25604711580234824,-0.3469177994125929,-0.6231089253360813,(0.0-0.8641313217143293],TM_5bit
0.11678005546134768,0.10024365774962908,-0.08792116526740894,-0.05608705615926571,-0.026298519792199784,(0.8641313217143293-0.9307763735422399],TM_5bit
0.04617694359121751,0.01367293594232629,0.03806774229511287,-0.12491592725021869,-0.29300599823562773,(0.9307763735422399-0.9958426710938243],TM_5bit
-0.9999999999999999,-0.9999999999999998,-1.0,-1.0000000000000002,-1.0,UNBINNED,TM_5bit
